date,上证指数,沪深300,深证成指,创业板指
2013-12-27,2101.251,2303.478,8048.854,1294.302
2013-12-30,2097.529,2299.458,7999.301,1307.988
2013-12-31,2115.978,2330.026,8121.788,1304.444
2014-01-02,2109.387,2321.978,8114.388,1333.003
2014-01-03,2083.136,2290.779,8028.33,1352.84
2014-01-06,2045.709,2238.637,7818.458,1323.328
2014-01-07,2047.317,2238.001,7806.312,1352.276
2014-01-08,2044.34,2241.911,7802.143,1405.023
2014-01-09,2027.622,2222.221,7746.737,1380.244
2014-01-10,2013.298,2204.851,7648.043,1353.302
2014-01-13,2009.564,2193.679,7572.56,1362.788
2014-01-14,2026.842,2212.846,7665.771,1400.916
2014-01-15,2023.348,2208.941,7668.802,1415.323
2014-01-16,2023.701,2211.844,7667.219,1395.163
2014-01-17,2004.949,2178.488,7544.565,1395.509
2014-01-20,1991.253,2165.993,7524.328,1372.736
2014-01-21,2008.313,2187.41,7593.425,1407.152
2014-01-22,2051.749,2243.796,7820.453,1431.741
2014-01-23,2042.18,2231.889,7788.471,1461.525
2014-01-24,2054.392,2245.678,7855.143,1484.432
2014-01-27,2033.3,2215.919,7752.538,1477.669
2014-01-28,2038.513,2219.855,7740.75,1471.34
2014-01-29,2049.914,2227.781,7707.593,1496.527
2014-01-30,2033.083,2202.45,7572.634,1495.978
2014-02-07,2044.497,2212.483,7616.569,1532.687
2014-02-10,2086.067,2267.534,7812.163,1553.415
2014-02-11,2103.671,2285.562,7838.123,1527.151
2014-02-12,2109.955,2291.246,7902.081,1539.966
2014-02-13,2098.401,2279.554,7857.111,1485.131
2014-02-14,2115.848,2295.575,7883.753,1515.784
2014-02-17,2135.415,2311.647,7943.962,1558.616
2014-02-18,2119.066,2282.442,7832.472,1545.341
2014-02-19,2142.554,2308.656,7953.943,1544.402
2014-02-20,2138.782,2287.436,7842.12,1515.164
2014-02-21,2113.693,2264.294,7750.556,1519.665
2014-02-24,2076.686,2214.509,7542.533,1540.026
2014-02-25,2034.219,2157.909,7303.945,1472.691
2014-02-26,2041.254,2163.405,7319.614,1465.985
2014-02-27,2047.354,2154.108,7188.744,1414.657
2014-02-28,2056.302,2178.971,7365.925,1434.894
2014-03-03,2075.235,2190.37,7391.908,1465.139
2014-03-04,2071.473,2184.273,7347.109,1460.452
2014-03-05,2053.084,2163.976,7298.13,1464.578
2014-03-06,2059.578,2173.634,7352.029,1462.528
2014-03-07,2057.908,2168.358,7328.483,1460.611
2014-03-10,1999.065,2097.787,7118.444,1407.073
2014-03-11,2001.157,2108.661,7212.574,1395.813
2014-03-12,1997.692,2114.134,7217.02,1399.266
2014-03-13,2019.111,2140.333,7319.287,1436.856
2014-03-14,2004.339,2122.836,7239.062,1434.021
2014-03-17,2023.673,2143.038,7340.623,1477.415
2014-03-18,2025.196,2138.133,7273.95,1485.64
2014-03-19,2021.734,2120.87,7150.116,1466.217
2014-03-20,1993.479,2086.967,6998.194,1417.658
2014-03-21,2047.619,2158.798,7241.568,1419.84
2014-03-24,2066.279,2176.554,7273.757,1397.294
2014-03-25,2067.311,2174.44,7252.349,1394.824
2014-03-26,2063.67,2171.047,7244.194,1417.614
2014-03-27,2046.588,2155.707,7173.024,1367.964
2014-03-28,2041.712,2151.965,7165.57,1330.5
2014-03-31,2033.306,2146.305,7189.578,1327.8
2014-04-01,2047.46,2163.115,7281.109,1355.051
2014-04-02,2058.988,2180.727,7333.587,1327.983
2014-04-03,2043.702,2165.008,7298.002,1326.176
2014-04-04,2058.831,2185.472,7367.801,1346.738
2014-04-08,2098.284,2237.316,7508.657,1351.183
2014-04-09,2105.237,2238.62,7511.253,1370.462
2014-04-10,2134.3,2273.761,7563.202,1381.142
2014-04-11,2130.542,2270.666,7586.825,1363.899
2014-04-14,2131.539,2268.613,7583.282,1372.728
2014-04-15,2101.601,2229.463,7449.705,1369.889
2014-04-16,2105.122,2232.526,7468.464,1359.304
2014-04-17,2098.885,2224.803,7451.038,1367.591
2014-04-18,2097.748,2224.479,7455.738,1377.419
2014-04-21,2065.826,2187.248,7353.602,1363.851
2014-04-22,2072.831,2196.795,7391.217,1336.187
2014-04-23,2067.382,2194.668,7434.725,1326.438
2014-04-24,2057.033,2190.474,7419.444,1319.505
2014-04-25,2036.519,2167.826,7323.654,1291.903
2014-04-28,2003.487,2134.969,7240.462,1257.263
2014-04-29,2020.341,2158.47,7339.864,1266.543
2014-04-30,2026.358,2158.659,7312.862,1283.209
2014-05-05,2027.353,2156.47,7309.555,1302.146
2014-05-06,2028.038,2157.328,7311.886,1316.858
2014-05-07,2010.083,2137.316,7234.694,1290.025
2014-05-08,2015.274,2135.496,7169.976,1279.837
2014-05-09,2011.135,2133.911,7162.437,1258.584
2014-05-12,2052.871,2180.054,7318.139,1278.282
2014-05-13,2050.728,2174.852,7310.314,1276.244
2014-05-14,2047.91,2172.372,7325.522,1278.661
2014-05-15,2024.974,2144.084,7213.77,1253.879
2014-05-16,2026.504,2145.952,7242.167,1226.473
2014-05-19,2005.183,2115.143,7151.487,1228.371
2014-05-20,2008.119,2115.771,7151.18,1244.647
2014-05-21,2024.951,2135.905,7204.646,1257.796
2014-05-22,2021.285,2130.868,7183.675,1269.513
2014-05-23,2034.569,2148.414,7240.921,1295.998
2014-05-26,2041.476,2155.976,7275.106,1320.759
2014-05-27,2034.565,2147.28,7260.123,1306.284
2014-05-28,2050.228,2169.352,7380.694,1338.971
2014-05-29,2040.595,2155.164,7341.564,1314.212
2014-05-30,2039.212,2156.464,7364.829,1318.127
2014-06-03,2038.305,2149.918,7321.52,1319.625
2014-06-04,2024.834,2128.274,7223.128,1321.718
2014-06-05,2040.878,2150.602,7303.635,1355.482
2014-06-06,2029.956,2134.716,7235.39,1350.447
2014-06-09,2030.502,2134.281,7227.242,1326.675
2014-06-10,2052.532,2161.268,7341.663,1353.871
2014-06-11,2054.948,2160.766,7340.686,1367.388
2014-06-12,2051.713,2153.41,7299.812,1363.739
2014-06-13,2070.715,2176.242,7401.353,1382.733
2014-06-16,2085.983,2191.855,7416.989,1395.611
2014-06-17,2066.698,2169.674,7331.374,1377.431
2014-06-18,2055.519,2160.239,7297.397,1363.991
2014-06-19,2023.735,2126.907,7180.321,1320.655
2014-06-20,2026.674,2136.729,7195.688,1333.982
2014-06-23,2024.365,2134.11,7192.873,1361.283
2014-06-24,2033.931,2144.821,7240.845,1369.439
2014-06-25,2025.502,2133.371,7217.653,1358.708
2014-06-26,2038.677,2149.076,7291.882,1386.273
2014-06-27,2036.51,2150.258,7312.624,1388.815
2014-06-30,2048.327,2165.118,7343.275,1404.71
2014-07-01,2050.381,2164.559,7297.495,1411.736
2014-07-02,2059.418,2170.867,7310.377,1419.937
2014-07-03,2063.229,2180.192,7335.536,1422.603
2014-07-04,2059.375,2178.695,7333.91,1411.638
2014-07-07,2059.927,2176.289,7321.515,1393.889
2014-07-08,2064.021,2180.473,7358.33,1410.725
2014-07-09,2038.612,2148.71,7192.706,1384.579
2014-07-10,2038.342,2142.847,7159.628,1363.882
2014-07-11,2046.961,2148.009,7206.973,1359.342
2014-07-14,2066.646,2171.758,7278.858,1367.07
2014-07-15,2070.357,2174.976,7304.409,1341.269
2014-07-16,2067.276,2170.868,7261.913,1318.615
2014-07-17,2055.591,2157.068,7194.744,1312.809
2014-07-18,2059.067,2164.144,7259.448,1305.922
2014-07-21,2054.479,2166.295,7274.505,1306.965
2014-07-22,2075.481,2192.698,7372.654,1329.349
2014-07-23,2078.489,2197.833,7375.306,1293.094
2014-07-24,2105.062,2237.015,7503.401,1271.879
2014-07-25,2126.614,2260.454,7578.118,1285.768
2014-07-28,2177.948,2323.897,7808.66,1314.527
2014-07-29,2183.192,2331.369,7867.042,1331.764
2014-07-30,2181.243,2322.011,7853.226,1342.738
2014-07-31,2201.562,2350.251,7956.907,1344.544
2014-08-01,2185.303,2329.402,7880.975,1325.938
2014-08-04,2223.331,2375.62,8006.909,1329.821
2014-08-05,2219.945,2369.353,8007.762,1360.692
2014-08-06,2217.465,2363.221,7995.499,1365.74
2014-08-07,2187.669,2327.457,7872.953,1362.028
2014-08-08,2194.425,2331.134,7885.327,1377.445
2014-08-11,2224.654,2365.349,8009.735,1397.784
2014-08-12,2221.595,2357.052,7966.887,1396.438
2014-08-13,2222.877,2358.901,7980.49,1384.309
2014-08-14,2206.466,2335.945,7893.898,1380.303
2014-08-15,2226.734,2360.635,7982.074,1392.451
2014-08-18,2239.466,2374.562,8045.861,1428.739
2014-08-19,2245.33,2374.768,8043.254,1436.396
2014-08-20,2240.211,2366.14,8023.072,1427.404
2014-08-21,2230.458,2354.244,8010.71,1447.881
2014-08-22,2240.812,2365.364,8059.4,1461.722
2014-08-25,2229.274,2342.863,7934.806,1443.806
2014-08-26,2207.106,2324.092,7813.977,1411.15
2014-08-27,2209.465,2327.595,7841.074,1420.54
2014-08-28,2195.818,2311.278,7743.537,1403.795
2014-08-29,2217.2,2338.287,7841.701,1424.469
2014-09-01,2235.511,2355.317,7941.163,1452.843
2014-09-02,2266.046,2386.46,8043.312,1465.033
2014-09-03,2288.627,2408.838,8115.867,1477.673
2014-09-04,2306.862,2426.224,8176.566,1495.513
2014-09-05,2326.432,2449.259,8214.526,1489.835
2014-09-09,2326.527,2445.224,8201.508,1494.017
2014-09-10,2318.305,2432.433,8158.595,1504.914
2014-09-11,2311.679,2423.454,8117.922,1513.014
2014-09-12,2331.95,2438.358,8146.994,1524.121
2014-09-15,2339.14,2437.189,8112.648,1526.135
2014-09-16,2296.555,2388.765,7921.073,1473.13
2014-09-17,2307.893,2401.326,7981.822,1479.118
2014-09-18,2315.928,2408.664,8004.571,1490.787
2014-09-19,2329.451,2425.211,8047.253,1499.124
2014-09-22,2289.866,2378.92,7895.869,1483.353
2014-09-23,2309.718,2399.462,7965.885,1500.99
2014-09-24,2343.575,2441.864,8100.224,1517.421
2014-09-25,2345.103,2436.965,8076.512,1508.416
2014-09-26,2347.718,2437.201,8072.883,1511.357
2014-09-29,2357.711,2447.799,8082.845,1526.175
2014-09-30,2363.87,2450.988,8080.346,1540.874
2014-10-08,2382.794,2478.383,8183.652,1557.568
2014-10-09,2389.371,2481.955,8204.009,1561.166
2014-10-10,2374.54,2466.789,8211.542,1554.217
2014-10-13,2366.009,2454.946,8164.067,1548.327
2014-10-14,2359.475,2446.562,8139.961,1539.119
2014-10-15,2373.67,2463.874,8198.124,1545.623
2014-10-16,2356.499,2444.395,8110.687,1526.56
2014-10-17,2341.184,2441.732,8151.523,1511.054
2014-10-20,2356.728,2454.711,8204.202,1532.38
2014-10-21,2339.657,2433.391,8106.92,1517.483
2014-10-22,2326.553,2418.641,8063.202,1504.552
2014-10-23,2302.418,2395.936,7969.164,1477.837
2014-10-24,2302.28,2390.706,7921.131,1477.588
2014-10-27,2290.437,2368.832,7829.332,1492.01
2014-10-28,2337.871,2416.653,7988.341,1522.052
2014-10-29,2373.03,2451.384,8090.681,1530.084
2014-10-30,2391.076,2468.925,8090.553,1525.767
2014-10-31,2420.178,2508.325,8225.612,1513.267
2014-11-03,2430.032,2512.548,8240.149,1529.892
2014-11-04,2430.677,2513.172,8206.791,1516.396
2014-11-05,2419.254,2503.448,8198.571,1512.487
2014-11-06,2425.864,2506.067,8211.959,1532.52
2014-11-07,2418.171,2502.153,8234.866,1522.625
2014-11-10,2473.673,2565.73,8410.216,1514.818
2014-11-11,2469.673,2558.612,8312.885,1461.508
2014-11-12,2494.476,2594.318,8410.29,1475.753
2014-11-13,2485.606,2579.75,8305.084,1442.859
2014-11-14,2478.824,2581.093,8326.897,1441.213
2014-11-17,2474.009,2567.101,8283.804,1471.685
2014-11-18,2456.366,2541.416,8196.594,1481.86
2014-11-19,2450.986,2537.223,8225.073,1505.552
2014-11-20,2452.66,2537.099,8205.377,1494.591
2014-11-21,2486.791,2583.455,8332.298,1504.833
2014-11-24,2532.879,2649.258,8577.906,1507.811
2014-11-25,2567.597,2685.561,8693.432,1541.922
2014-11-26,2604.345,2723.018,8763.784,1554.22
2014-11-27,2630.486,2754.49,8860.433,1563.409
2014-11-28,2682.835,2808.819,9002.227,1570.851
2014-12-01,2680.155,2819.812,9095.757,1552.306
2014-12-02,2763.545,2923.94,9366.949,1565.417
2014-12-03,2779.525,2967.549,9643.924,1604.447
2014-12-04,2899.456,3104.351,10029.831,1621.845
2014-12-05,2937.647,3124.885,10067.279,1581.907
2014-12-08,3020.258,3252.881,10554.566,1567.163
2014-12-09,2856.269,3106.913,10116.49,1504.623
2014-12-10,2940.006,3221.546,10545.515,1572.685
2014-12-11,2925.743,3183.012,10478.881,1587.665
2014-12-12,2938.173,3193.227,10462.312,1623.569
2014-12-15,2953.421,3217.228,10504.229,1657.498
2014-12-16,3021.518,3303.402,10668.617,1649.582
2014-12-17,3061.02,3360.598,10786.722,1644.212
2014-12-18,3057.521,3345.927,10665.179,1634.052
2014-12-19,3108.596,3383.167,10627.109,1596.811
2014-12-22,3127.445,3394.481,10608.515,1517.928
2014-12-23,3032.612,3324.924,10570.786,1496.534
2014-12-24,2972.532,3230.385,10292.522,1519.798
2014-12-25,3072.536,3335.419,10493.779,1529.468
2014-12-26,3157.603,3445.839,10802.636,1536.082
2014-12-29,3168.016,3455.455,10780.396,1499.4
2014-12-30,3165.815,3457.554,10722.262,1460.108
2014-12-31,3234.677,3533.705,11014.624,1471.764
2015-01-05,3350.519,3641.541,11520.59,1464.774
2015-01-06,3351.446,3641.059,11667.967,1539.828
2015-01-07,3373.954,3643.79,11613.356,1523.387
2015-01-08,3293.456,3559.259,11465.138,1541.887
2015-01-09,3285.412,3546.723,11324.762,1553.239
2015-01-12,3229.316,3513.576,11285.18,1586.124
2015-01-13,3235.301,3514.04,11355.809,1601.168
2015-01-14,3222.437,3502.423,11237.782,1588.007
2015-01-15,3336.455,3604.121,11483.684,1586.335
2015-01-16,3376.495,3635.146,11532.802,1639.555
2015-01-19,3116.351,3355.155,10770.929,1630.065
2015-01-20,3173.052,3396.222,10996.482,1700.852
2015-01-21,3323.611,3548.885,11372.18,1722.581
2015-01-22,3343.344,3567.613,11471.209,1744.037
2015-01-23,3351.764,3571.732,11436.287,1697.288
2015-01-26,3383.182,3607.985,11686.967,1739.79
2015-01-27,3352.96,3574.931,11551.873,1743.675
2015-01-28,3305.738,3525.323,11354.201,1731.413
2015-01-29,3262.305,3481.798,11249.037,1711.372
2015-01-30,3210.363,3434.39,11150.694,1680.58
2015-02-02,3128.3,3353.96,10963.136,1696.829
2015-02-03,3204.907,3437.445,11209.19,1750.906
2015-02-04,3174.126,3401.768,11116.55,1757.739
2015-02-05,3136.531,3366.946,11065.578,1774.312
2015-02-06,3075.907,3312.42,10791.103,1730.966
2015-02-09,3095.124,3345.921,10868.141,1708.845
2015-02-10,3141.593,3406.943,11136.62,1747.675
2015-02-11,3157.704,3434.124,11265.626,1772.845
2015-02-12,3173.416,3442.874,11302.731,1788.809
2015-02-13,3203.827,3469.828,11443.052,1825.488
2015-02-16,3222.363,3499.483,11595.253,1896.628
2015-02-17,3246.906,3522.322,11718.562,1894.306
2015-02-25,3228.843,3478.729,11539.7,1876.745
2015-02-26,3298.359,3566.295,11750.78,1880.388
2015-02-27,3310.303,3572.843,11757.684,1928.044
2015-03-02,3336.285,3601.265,11884.017,1986.986
2015-03-03,3263.052,3507.9,11526.223,1961.743
2015-03-04,3279.533,3530.822,11655.075,2009.827
2015-03-05,3248.476,3496.344,11566.388,2014.786
2015-03-06,3241.187,3478.52,11392.397,1951.398
2015-03-09,3302.408,3537.75,11533.231,1994.39
2015-03-10,3286.068,3520.611,11556.653,2045.322
2015-03-11,3290.9,3524.653,11525.088,2035.829
2015-03-12,3349.323,3592.844,11635.589,2018.132
2015-03-13,3372.911,3617.657,11713.611,2069.072
2015-03-16,3449.305,3705.671,12017.773,2142.672
2015-03-17,3502.847,3757.122,12169.516,2137.462
2015-03-18,3577.301,3846.055,12496.239,2182.919
2015-03-19,3582.271,3839.739,12429.111,2183.878
2015-03-20,3617.318,3892.574,12544.454,2213.766
2015-03-23,3687.728,3972.061,12780.317,2293.649
2015-03-24,3691.41,3973.046,12801.202,2357.969
2015-03-25,3660.727,3940.412,12757.095,2385.014
2015-03-26,3682.095,3949.999,12712.979,2291.789
2015-03-27,3691.096,3971.697,12874.424,2323.818
2015-03-30,3786.568,4088.178,13193.316,2290.476
2015-03-31,3747.899,4051.204,13160.664,2335.171
2015-04-01,3810.294,4123.895,13394.725,2404.909
2015-04-02,3825.784,4124.776,13426.1,2475.325
2015-04-03,3863.929,4170.538,13494.641,2510.16
2015-04-07,3961.378,4260.044,13768.728,2556.698
2015-04-08,3994.811,4295.803,13841.717,2488.158
2015-04-09,3957.534,4262.138,13796.733,2496.487
2015-04-10,4034.31,4344.416,14013.335,2552.829
2015-04-13,4121.715,4421.073,14149.505,2577.776
2015-04-14,4135.565,4438.184,14042.464,2558.848
2015-04-15,4084.163,4380.513,13646.607,2441.739
2015-04-16,4194.823,4513.546,13967.802,2484.33
2015-04-17,4287.296,4596.136,14149.342,2463.99
2015-04-20,4217.077,4521.919,13871.599,2424.848
2015-04-21,4293.623,4619.164,14438.995,2566.091
2015-04-22,4398.494,4739.814,14749.133,2634.931
2015-04-23,4414.508,4740.892,14743.217,2706.185
2015-04-24,4393.686,4702.641,14598.695,2734.75
2015-04-27,4527.396,4807.592,14809.424,2747.497
2015-04-28,4476.215,4741.861,14707.245,2687.974
2015-04-29,4476.62,4774.326,14871.952,2797.524
2015-04-30,4441.655,4749.886,14818.64,2857.89
2015-05-04,4480.464,4787.741,14860.53,2845.252
2015-05-05,4298.706,4596.837,14233.098,2783.443
2015-05-06,4229.266,4553.327,14136.166,2846.558
2015-05-07,4112.214,4470.089,14114.728,2806.047
2015-05-08,4205.917,4558.404,14481.249,2973.596
2015-05-11,4333.584,4690.532,14944.883,3146.83
2015-05-12,4401.219,4747.421,15066.289,3250.296
2015-05-13,4375.76,4718.436,15173.092,3192.147
2015-05-14,4378.311,4700.778,15024.468,3141.593
2015-05-15,4308.691,4617.47,14694.947,3145.335
2015-05-18,4283.491,4575.14,14672.632,3278.483
2015-05-19,4417.552,4731.222,15127.376,3322.774
2015-05-20,4446.288,4754.919,15337.083,3406.284
2015-05-21,4529.422,4840.976,15872.534,3527.413
2015-05-22,4657.596,4951.335,16045.797,3516.627
2015-05-25,4813.798,5099.495,16351.056,3467.916
2015-05-26,4910.897,5198.918,16903.471,3618.231
2015-05-27,4941.714,5181.434,16963.521,3628.673
2015-05-28,4620.266,4834.007,15912.947,3432.982
2015-05-29,4611.744,4840.829,16100.448,3542.844
2015-06-01,4828.738,5076.179,16917.525,3718.753
2015-06-02,4910.527,5161.87,17485.578,3901.543
2015-06-03,4909.978,5143.59,17538.504,3982.251
2015-06-04,4947.102,5181.416,17501.053,3943.467
2015-06-05,5023.096,5230.552,17649.086,3885.832
2015-06-08,5131.881,5353.751,17452.309,3704.553
2015-06-09,5113.534,5317.461,17398.996,3705.536
2015-06-10,5106.036,5309.112,17677.572,3834.699
2015-06-11,5121.593,5306.59,17889.689,3862.138
2015-06-12,5166.35,5335.115,18098.273,3899.705
2015-06-15,5062.993,5221.167,17702.551,3696.027
2015-06-16,4887.432,5064.821,17075.932,3590.669
2015-06-17,4967.898,5138.831,17405.57,3741.357
2015-06-18,4785.356,4930.549,16734.84,3504.554
2015-06-19,4478.364,4637.052,15725.47,3314.976
2015-06-23,4576.492,4786.091,16045.989,3393.94
2015-06-24,4690.15,4880.126,16312.311,3383.404
2015-06-25,4527.779,4706.516,15692.444,3206.381
2015-06-26,4192.873,4336.195,14398.785,2920.703
2015-06-29,4053.03,4191.549,13566.271,2689.76
2015-06-30,4277.222,4472.998,14337.965,2858.606
2015-07-01,4053.7,4253.021,13650.816,2759.408
2015-07-02,3912.767,4107.996,12924.19,2649.316
2015-07-03,3686.915,3885.917,12246.062,2605.276
2015-07-06,3775.912,3998.537,12075.769,2493.828
2015-07-07,3727.125,3928.003,11375.604,2352.01
2015-07-08,3507.192,3663.038,11040.889,2364.049
2015-07-09,3709.33,3897.626,11510.34,2435.755
2015-07-10,3877.803,4106.556,12038.145,2535.889
2015-07-13,3970.388,4211.812,12614.155,2683.074
2015-07-14,3924.487,4112.149,12728.513,2726.048
2015-07-15,3805.703,3966.759,12132.419,2590.031
2015-07-16,3823.176,3997.356,12357.606,2627.076
2015-07-17,3957.352,4151.496,13004.957,2783.324
2015-07-20,3992.11,4160.612,13202.395,2848.303
2015-07-21,4017.675,4166.006,13315.556,2882.897
2015-07-22,4026.045,4157.16,13416.536,2897.373
2015-07-23,4123.923,4250.805,13754.528,2967.952
2015-07-24,4070.908,4176.279,13518.515,2897.824
2015-07-27,3725.558,3818.731,12493.046,2683.446
2015-07-28,3663.002,3811.093,12316.776,2581.962
2015-07-29,3789.168,3930.379,12823.073,2693.865
2015-07-30,3705.766,3815.412,12395.922,2561.191
2015-07-31,3663.726,3816.699,12374.254,2539.844
2015-08-03,3622.905,3829.235,12161.576,2399.273
2015-08-04,3756.545,3948.155,12711.562,2546.162
2015-08-05,3694.573,3866.9,12524.686,2502.041
2015-08-06,3661.539,3831.852,12421.849,2480.926
2015-08-07,3744.205,3906.945,12753.049,2576.993
2015-08-10,3928.415,4084.365,13302.962,2706.718
2015-08-11,3927.908,4066.669,13323.085,2698.912
2015-08-12,3886.32,4016.126,13117.101,2622.188
2015-08-13,3954.556,4075.463,13395.176,2684.258
2015-08-14,3965.335,4073.54,13445.874,2674.022
2015-08-17,3993.668,4077.872,13573.902,2666.287
2015-08-18,3748.164,3825.412,12683.855,2504.172
2015-08-19,3794.109,3886.136,12960.659,2570.691
2015-08-20,3664.291,3761.454,12584.577,2508.817
2015-08-21,3507.744,3589.536,11902.046,2341.954
2015-08-24,3209.905,3275.534,10970.29,2152.614
2015-08-25,2964.967,3042.927,10197.937,1990.706
2015-08-26,2927.288,3025.692,9899.719,1890.036
2015-08-27,3083.591,3205.638,10254.349,1959.494
2015-08-28,3232.35,3342.286,10799.996,2082.124
2015-08-31,3205.986,3366.536,10549.163,1996.865
2015-09-01,3166.624,3362.083,10162.516,1889.491
2015-09-02,3160.167,3365.832,10054.801,1855.032
2015-09-07,3080.42,3250.485,9991.764,1893.521
2015-09-08,3170.452,3334.023,10320.226,2001.156
2015-09-09,3243.089,3399.305,10620.133,2071.717
2015-09-10,3197.893,3357.561,10424.654,2039.118
2015-09-11,3200.234,3347.188,10463.692,2060.505
2015-09-14,3114.798,3281.132,9778.234,1906.214
2015-09-15,3005.172,3152.232,9290.807,1797.557
2015-09-16,3152.263,3309.248,9890.429,1926.245
2015-09-17,3086.061,3236.999,9739.89,1933.297
2015-09-18,3097.917,3251.273,9850.772,1983.298
2015-09-21,3156.54,3308.247,10176.727,2079.06
2015-09-22,3185.619,3339.03,10238.686,2078.718
2015-09-23,3115.888,3263.028,10132.295,2077.99
2015-09-24,3142.687,3284.999,10238.038,2106.594
2015-09-25,3092.347,3231.951,9904.764,2020.972
2015-09-28,3100.756,3242.752,10115.547,2122.257
2015-09-29,3038.137,3178.854,9949.918,2098.567
2015-09-30,3052.781,3202.948,9988.25,2082.673
2015-10-08,3143.357,3296.482,10394.734,2190.311
2015-10-09,3183.152,3340.116,10540.194,2216.656
2015-10-12,3287.662,3447.693,10961.363,2316.782
2015-10-13,3293.23,3445.043,11042.13,2342.039
2015-10-14,3262.441,3406.112,10901.479,2305.003
2015-10-15,3338.073,3486.815,11229.38,2404.533
2015-10-16,3391.352,3534.065,11374.834,2449.03
2015-10-19,3386.7,3534.182,11391.013,2433.599
2015-10-20,3425.33,3577.703,11597.08,2511.164
2015-10-21,3320.676,3473.254,10915.986,2344.74
2015-10-22,3368.739,3524.534,11305.103,2458.138
2015-10-23,3412.434,3571.241,11603.456,2538.383
2015-10-26,3429.581,3589.261,11687.772,2527.477
2015-10-27,3434.336,3592.879,11758.413,2563.958
2015-10-28,3375.196,3524.92,11494.347,2485.235
2015-10-29,3387.315,3533.307,11566.662,2485.276
2015-10-30,3382.561,3534.079,11546.051,2478.277
2015-11-02,3325.085,3475.962,11304.882,2432.038
2015-11-03,3316.695,3465.493,11288.144,2429.27
2015-11-04,3459.64,3628.538,11884.9,2584.317
2015-11-05,3522.819,3705.97,11939.81,2564.722
2015-11-06,3590.032,3793.374,12273.351,2661.412
2015-11-09,3646.881,3840.355,12453.241,2724.619
2015-11-10,3640.485,3833.238,12500.528,2746.609
2015-11-11,3650.249,3833.646,12677.537,2804.677
2015-11-12,3632.902,3795.324,12635.393,2783.298
2015-11-13,3580.839,3746.242,12402.036,2710.161
2015-11-16,3606.957,3764.126,12620.38,2797.162
2015-11-17,3604.795,3758.387,12511.545,2717.052
2015-11-18,3568.468,3715.58,12283.758,2661.165
2015-11-19,3617.062,3774.969,12609.844,2770.752
2015-11-20,3630.5,3774.383,12702.034,2800.15
2015-11-23,3610.315,3753.335,12586.691,2770.577
2015-11-24,3616.113,3753.889,12694.856,2816.048
2015-11-25,3647.93,3781.607,12893.228,2897.569
2015-11-26,3635.552,3759.429,12767.502,2833.198
2015-11-27,3436.303,3556.992,11961.703,2649.55
2015-11-30,3445.405,3566.412,12037.857,2672.581
2015-12-01,3456.309,3591.696,12081.17,2655.345
2015-12-02,3536.905,3721.955,12186.271,2613.263
2015-12-03,3584.824,3749.299,12447.381,2708.123
2015-12-04,3524.992,3677.592,12329.176,2692.161
2015-12-07,3536.927,3687.607,12443.047,2738.149
2015-12-08,3470.07,3623.02,12164.966,2691.658
2015-12-09,3472.439,3635.938,12179.831,2667.912
2015-12-10,3455.495,3623.084,12181.03,2695.507
2015-12-11,3434.581,3608.059,12134.02,2671.292
2015-12-14,3520.668,3711.322,12400.594,2709.265
2015-12-15,3510.354,3694.389,12495.249,2745.7
2015-12-16,3516.187,3685.44,12511.028,2763.114
2015-12-17,3579.999,3755.888,12825.48,2835.701
2015-12-18,3578.964,3767.913,12830.247,2830.259
2015-12-21,3642.472,3865.965,13028.31,2829.921
2015-12-22,3651.767,3876.733,13139.125,2839.852
2015-12-23,3636.089,3866.381,13007.868,2783.942
2015-12-24,3612.485,3829.402,12932.372,2795.78
2015-12-25,3627.914,3838.201,12980.566,2794.73
2015-12-28,3533.779,3727.632,12686.34,2735.485
2015-12-29,3563.736,3761.875,12806.156,2749.822
2015-12-30,3572.876,3765.175,12889.834,2779.513
2015-12-31,3539.182,3731.005,12664.89,2714.048
2016-01-04,3296.258,3469.066,11626.038,2491.24
2016-01-05,3287.711,3478.78,11468.06,2416.725
2016-01-06,3361.84,3539.808,11724.88,2468.366
2016-01-07,3125.002,3294.384,10760.273,2256.524
2016-01-08,3186.412,3361.563,10888.908,2248.99
2016-01-11,3016.704,3192.45,10212.459,2106.358
2016-01-12,3022.861,3215.71,10293.704,2147.531
2016-01-13,2949.597,3155.879,9978.821,2059.776
2016-01-14,3007.649,3221.571,10344.942,2175.012
2016-01-15,2900.97,3118.73,9997.925,2112.902
2016-01-18,2913.837,3130.729,10155.962,2174.934
2016-01-19,3007.739,3223.125,10501.786,2241.696
2016-01-20,2976.694,3174.378,10366.849,2204.648
2016-01-21,2880.482,3081.345,9975.974,2112.404
2016-01-22,2916.562,3113.463,10111.567,2149.586
2016-01-25,2938.515,3128.886,10192.531,2158.824
2016-01-26,2749.785,2940.509,9483.547,1994.047
2016-01-27,2735.558,2930.352,9422.43,1997.465
2016-01-28,2655.661,2853.756,9082.588,1906.461
2016-01-29,2737.6,2946.09,9418.204,1994.065
2016-02-01,2688.854,2901.048,9322.006,1992.695
2016-02-02,2749.57,2961.334,9610.93,2075.287
2016-02-03,2739.247,2948.639,9638.874,2090.513
2016-02-04,2781.023,2984.76,9793.142,2126.534
2016-02-05,2763.492,2963.789,9673.478,2096.986
